filename,predict_value,width,min_index,dir_level1,dir_level2,dir_level3
WIN_20250730_19_27_34_Pro.jpg,8.5,39,383,soyimage,8,4
WIN_20250730_19_27_35_Pro.jpg,8.5,36,384,soyimage,8,4
WIN_20250730_19_27_36_Pro (2).jpg,8.5,36,383,soyimage,8,4
WIN_20250730_19_27_36_Pro.jpg,8.5,38,384,soyimage,8,4
WIN_20250730_19_27_37_Pro (2).jpg,8.5,38,383,soyimage,8,4
WIN_20250730_19_27_37_Pro.jpg,8.5,37,384,soyimage,8,4
WIN_20250730_19_27_38_Pro.jpg,8.5,37,385,soyimage,8,4
WIN_20250730_19_27_39_Pro (2).jpg,8.6,37,386,soyimage,8,4
WIN_20250730_19_27_39_Pro.jpg,8.6,39,385,soyimage,8,4
WIN_20250730_19_27_40_Pro (2).jpg,8.6,38,380,soyimage,8,4
WIN_20250730_19_27_41_Pro (2).jpg,8.4,42,380,soyimage,8,4
WIN_20250730_19_27_41_Pro.jpg,8.5,39,380,soyimage,8,4
WIN_20250730_19_27_42_Pro.jpg,8.4,40,376,soyimage,8,4
WIN_20250730_19_27_43_Pro (2).jpg,8.7,42,383,soyimage,8,4
WIN_20250730_19_27_44_Pro (2).jpg,8.6,40,382,soyimage,8,4
WIN_20250730_19_27_44_Pro.jpg,8.4,39,380,soyimage,8,4
WIN_20250730_19_27_45_Pro (2).jpg,8.5,37,385,soyimage,8,4
WIN_20250730_19_27_45_Pro.jpg,8.5,38,384,soyimage,8,4
WIN_20250730_19_27_46_Pro (2).jpg,8.6,37,386,soyimage,8,4
WIN_20250730_19_27_46_Pro.jpg,8.6,37,386,soyimage,8,4
WIN_20250730_19_27_47_Pro (2).jpg,8.7,38,390,soyimage,8,4
WIN_20250730_19_27_50_Pro (2).jpg,8.7,36,393,soyimage,8,4
WIN_20250730_19_27_54_Pro.jpg,8.5,38,386,soyimage,8,4
WIN_20250730_19_27_55_Pro (2).jpg,8.4,38,381,soyimage,8,4
WIN_20250730_19_27_56_Pro (2).jpg,8.4,38,381,soyimage,8,4
WIN_20250730_19_27_57_Pro.jpg,8.5,40,386,soyimage,8,4
WIN_20250730_19_27_58_Pro.jpg,8.6,37,389,soyimage,8,4
WIN_20250730_19_27_59_Pro.jpg,8.6,36,388,soyimage,8,4
WIN_20250730_19_28_00_Pro.jpg,8.5,39,385,soyimage,8,4
WIN_20250730_19_28_01_Pro.jpg,8.5,38,385,soyimage,8,4
WIN_20250730_19_28_02_Pro (2).jpg,8.4,39,380,soyimage,8,4
WIN_20250730_19_28_04_Pro.jpg,8.3,44,374,soyimage,8,4
WIN_20250730_19_28_05_Pro.jpg,8.3,42,375,soyimage,8,4
WIN_20250730_19_28_07_Pro (2).jpg,8.3,54,372,soyimage,8,4
WIN_20250730_19_28_07_Pro.jpg,8.2,49,371,soyimage,8,4
WIN_20250730_19_28_08_Pro.jpg,8.2,55,371,soyimage,8,4
WIN_20250730_19_28_09_Pro (2).jpg,8.2,55,371,soyimage,8,4
WIN_20250730_19_28_09_Pro.jpg,8.2,54,371,soyimage,8,4
WIN_20250730_19_28_11_Pro (2).jpg,8.2,59,369,soyimage,8,4
WIN_20250730_19_28_11_Pro.jpg,8.2,50,368,soyimage,8,4
WIN_20250730_19_28_12_Pro.jpg,8.2,54,370,soyimage,8,4
WIN_20250730_19_28_13_Pro.jpg,8.3,58,373,soyimage,8,4
WIN_20250730_19_28_14_Pro.jpg,8.2,44,375,soyimage,8,4
WIN_20250730_19_28_15_Pro.jpg,8.3,44,374,soyimage,8,4
WIN_20250730_19_28_16_Pro (2).jpg,8.4,41,378,soyimage,8,4
WIN_20250730_19_28_16_Pro.jpg,8.3,45,374,soyimage,8,4
WIN_20250730_19_28_17_Pro.jpg,8.3,42,377,soyimage,8,4
WIN_20250730_19_28_18_Pro (2).jpg,8.4,40,378,soyimage,8,4
WIN_20250730_19_28_18_Pro.jpg,8.3,43,376,soyimage,8,4
WIN_20250730_19_28_19_Pro.jpg,8.4,39,379,soyimage,8,4
WIN_20250730_19_28_20_Pro (2).jpg,8.5,36,384,soyimage,8,4
WIN_20250730_19_28_20_Pro.jpg,8.4,38,381,soyimage,8,4
WIN_20250730_19_28_22_Pro.jpg,8.7,35,390,soyimage,8,4
WIN_20250730_19_28_23_Pro.jpg,8.6,35,390,soyimage,8,4
WIN_20250730_19_28_25_Pro.jpg,8.6,38,389,soyimage,8,4
WIN_20250730_19_28_26_Pro.jpg,8.4,39,380,soyimage,8,4
WIN_20250730_19_28_40_Pro.jpg,8.6,36,387,soyimage,8,5
WIN_20250730_19_28_43_Pro (2).jpg,8.4,37,382,soyimage,8,5
WIN_20250730_19_28_43_Pro.jpg,8.5,39,385,soyimage,8,5
WIN_20250730_19_28_45_Pro.jpg,8.5,38,382,soyimage,8,5
WIN_20250730_19_28_46_Pro (2).jpg,8.5,37,384,soyimage,8,5
WIN_20250730_19_28_46_Pro.jpg,8.5,37,385,soyimage,8,5
WIN_20250730_19_28_49_Pro.jpg,8.6,38,389,soyimage,8,5
WIN_20250730_19_29_00_Pro.jpg,8.9,35,395,soyimage,8,5
WIN_20250730_19_29_02_Pro.jpg,8.7,36,393,soyimage,8,5
WIN_20250730_19_29_03_Pro (2).jpg,8.6,37,390,soyimage,8,5
WIN_20250730_19_29_03_Pro.jpg,8.7,36,392,soyimage,8,5
WIN_20250730_19_29_04_Pro (2).jpg,8.7,39,386,soyimage,8,5
WIN_20250730_19_29_04_Pro.jpg,8.5,36,385,soyimage,8,5
WIN_20250730_19_29_05_Pro.jpg,8.6,37,386,soyimage,8,5
WIN_20250730_19_29_06_Pro (2).jpg,8.6,37,388,soyimage,8,5
WIN_20250730_19_29_06_Pro.jpg,8.5,39,385,soyimage,8,5
WIN_20250730_19_29_07_Pro (2).jpg,8.6,36,391,soyimage,8,5
WIN_20250730_19_29_09_Pro (2).jpg,9.2,35,394,soyimage,8,5
WIN_20250730_19_29_10_Pro.jpg,8.7,36,393,soyimage,8,5
WIN_20250730_19_29_12_Pro (2).jpg,8.6,36,385,soyimage,8,5
WIN_20250730_19_29_12_Pro.jpg,8.7,36,390,soyimage,8,5
WIN_20250730_19_29_13_Pro (2).jpg,8.3,42,374,soyimage,8,5
WIN_20250730_19_29_13_Pro.jpg,8.5,40,382,soyimage,8,5
WIN_20250730_19_29_14_Pro.jpg,8.2,45,372,soyimage,8,5
WIN_20250730_19_29_15_Pro (2).jpg,8.1,49,368,soyimage,8,5
WIN_20250730_19_29_15_Pro.jpg,8.2,44,371,soyimage,8,5
WIN_20250730_19_29_16_Pro.jpg,8.2,50,371,soyimage,8,5
WIN_20250730_19_29_17_Pro (2).jpg,8.2,54,370,soyimage,8,5
WIN_20250730_19_29_17_Pro.jpg,8.2,55,371,soyimage,8,5
WIN_20250730_19_29_18_Pro.jpg,8.2,53,370,soyimage,8,5
WIN_20250730_19_29_19_Pro (2).jpg,8.3,44,374,soyimage,8,5
WIN_20250730_19_29_19_Pro.jpg,8.2,49,372,soyimage,8,5
WIN_20250730_19_29_20_Pro.jpg,8.3,46,377,soyimage,8,5
WIN_20250730_19_29_21_Pro.jpg,8.3,42,375,soyimage,8,5
WIN_20250730_19_29_22_Pro.jpg,8.6,40,380,soyimage,8,5
WIN_20250730_19_29_23_Pro (2).jpg,8.5,36,383,soyimage,8,5
WIN_20250730_19_29_23_Pro.jpg,8.4,38,381,soyimage,8,5
WIN_20250730_19_29_24_Pro.jpg,8.6,37,388,soyimage,8,5
WIN_20250730_19_29_26_Pro (2).jpg,8.6,35,389,soyimage,8,5
WIN_20250730_19_29_26_Pro.jpg,8.7,36,392,soyimage,8,5
WIN_20250730_19_29_27_Pro.jpg,8.6,36,389,soyimage,8,5
WIN_20250730_19_29_28_Pro.jpg,8.6,35,389,soyimage,8,5
WIN_20250730_19_29_29_Pro (2).jpg,8.5,39,381,soyimage,8,5
WIN_20250730_19_29_29_Pro.jpg,8.6,37,385,soyimage,8,5
WIN_20250730_19_29_31_Pro.jpg,8.4,39,378,soyimage,8,5
